id,ti,t
d517b023-e34d-4efe-91dd-b1190076ec10,945,7
9286f0ba-6d73-4fc5-b092-3fae0ea24af8,270,13
8970c964-559d-4a3e-91d0-f0196d3b080f,651,32
afdfa491-1977-4441-961e-2e19f4edfdd8,65,2
c45be5c2-4b5a-4720-b388-b7da44ede79f,27,37
689eded6-1c79-42c9-9d57-25de187048bb,795,17
ca74ee61-3a81-47a5-8a2a-d214cc4ae73a,200,5
fd326706-d1cb-48a2-9774-c80949c6ce09,755,33
ed739631-3a32-4a2b-9da1-35fb17438ff0,192,39
0f7c3f60-2d30-4842-85c7-49b73e0f4397,817,37
0ced35c8-f3dd-4e73-a1e4-d3808c2474d2,987,24
08398bdf-fb66-473e-b6fa-5509f5a25c4a,396,46
10beace1-56ab-44a1-b401-c821f83573cb,812,25
8105bcbe-8e85-4e37-bacc-20438a89d860,901,34
0a4f4edd-8e59-44e5-802f-553c2e943e91,845,8
b8ddc644-c0f2-4e66-9577-928365bc06da,183,34
6ebc799f-ac5d-43d4-8e8a-da7673286618,180,9
3849df83-8542-40c6-9a8f-b37774192bf8,166,46
f5608ece-15b0-4a2f-a5cd-0dac13bcbcd8,71,40
a269dafd-b4ba-457e-9906-acb7f793a531,70,9
8da58fe3-a9a9-4f15-9ec2-17c5dfab02c7,518,34
67a0ca57-68f2-4a22-935e-c16d25d0c350,652,24
0b83bb0d-547a-402f-9753-0f79eb12fb6d,695,14
9e94ec10-1333-4ceb-884c-5c8a22ae2601,410,14
f8f82a80-d41b-43a0-8fb4-0bd61c1a231c,437,26
c07dbc3a-db2a-4d1b-9492-4e71ac5478b9,285,19
f100f30d-6fc4-4e35-b0f5-92f2e5bff5e2,352,2
23a604e7-0d3f-4588-9ae9-0fc8535b6bd2,911,43
8440ae48-7a35-411d-b5db-08ddb21fabc5,747,13
2d49f20a-0d00-435e-850b-c5f76cbf6fe3,790,2
d8c71ba4-b2da-4233-8962-8c3aceb66379,836,27
534290c4-139a-4c90-b4f2-4818ebf17231,444,4
a540c543-42ed-42c4-a7f9-a12df6dfcf64,188,38
6e1214ae-4928-46f7-9bd5-06e3a5ce4f6a,30,38
20a6eeb3-c395-449f-be9e-affd023a0fc0,962,44
909854cf-200c-47ab-8427-60733dbc8665,549,42
6d972b07-d464-4867-997a-588909fd5b8c,737,9
f17571b7-9032-44d8-b75f-871889662d20,642,8
1cab7d23-1bca-450b-ac70-fe74ed3f214b,2,6
0c91ed51-4df2-40c0-96b6-7c3eff611338,29,12
6d1460d1-b811-4c03-a052-4e348096081e,522,22
2a52e2f5-b06f-4f1d-8d60-d6f02dcc145c,843,40
186e92ed-6780-4b16-be62-2cfac1902ddc,425,1
3fe7c45f-baee-44c9-af4b-9ab9ed7c4807,975,40
997fcc8e-ef0c-4afa-8734-d92773199e82,629,41
f7079579-03d6-4674-99a8-9968dafb6e3d,139,19
3886097d-af82-41ed-89a7-70e8433e6f3a,746,32
81c0733f-77b6-493c-92e5-6f6268bc90b8,236,42
6b08be56-ca0c-4ed8-afd5-f4f91d46b131,19,34
df2909ec-1229-4629-b77c-bc9b9cee6d9b,994,9
7b9f6a29-d7a3-480a-b017-3dd667bcda4e,561,37
93386315-4099-4b15-a1d2-64851cf43f4b,819,6
21a06247-2cb9-4721-8f79-8d1138aedeef,784,42
b4c8cb1d-d8b0-4e36-8ba0-20503b68b7f2,299,16
01832ec7-2a41-40d6-92d3-d0763c5ba46e,607,19
2bc78cca-fa52-4db4-a745-e26b0a103bc2,975,46
e092802e-1a06-4e8c-a119-fb29319bc6d0,530,4
2f5f91bf-faf9-4fe4-9fe5-775749a9e530,430,1
0860ef8d-8fac-4f9d-bde3-482413b954d0,661,6
6658db87-8705-4a78-aff7-71bc03459d3f,22,20
d562aaac-6a44-4b01-a754-361b2cd2ce9c,634,4
7141ba8b-8883-4558-9f24-65b719d51a54,192,42
a8faf417-8a48-4663-964e-ae7fa0821db2,978,6
4c805af5-f5ed-4a88-9913-3c834ea8e0a2,345,31
c3d326c3-d5b5-4963-9f10-e50e12192635,299,30
61633c48-4911-4ad4-b8a6-1f3397807e71,862,4
91ccbad4-e6ca-4d46-9c39-33c8ce16976c,5,19
72088719-de49-4163-b180-990ef355cd7f,767,10
1448dfc9-4313-4be0-bac4-00439e7bbd91,303,37
0247877d-16fa-485c-81c0-7650e59411bd,782,31
1af7554a-1d46-4795-a7a4-414e31743afc,953,8
2d4ead76-57ab-4dcf-a7d1-4fd723789fac,953,27
e6fe7281-17b0-414c-b788-8037f8dd42f7,178,4
c4e9bceb-56f6-466b-97c3-9224485e6126,20,40
ad934178-fb71-4806-975a-94401048c25e,226,12
443690d8-b1a5-48b2-a7ed-15180dedffed,655,11
e07f4b53-5ba2-4694-90e6-6057ad48b423,913,31
2409611c-ea37-41a6-976c-17792ccf3a7c,394,18
17ad291c-25e3-4b67-8c97-062c88aa064d,286,47
2ab359d9-048e-4857-9c25-c190c5a5540b,437,17
3ab0ce41-8389-4cfe-aa15-a7509eeb96fc,675,14
41234299-f133-457f-95fc-3e96ad75cab8,339,15
097b31ff-527a-4ce1-ab03-bfc6b0c9661b,445,16
dae3d89a-2563-4af0-8e8b-101ccaa0ed91,765,38
d648af81-7944-4441-9c57-c3dcbb447308,658,24
3196b85f-30c5-4555-b592-5f51828bee89,42,15
f9326a76-b985-4850-ac28-872860f4a333,88,27
894965b2-5ade-4724-ae59-4bd1eeda9513,847,17
676210d3-5c40-44f0-837b-b0b2ddb6dd25,303,7
a5c75963-3f9b-4980-8e5a-1e8bce216ba2,144,20
db3b8a46-926e-4151-ac7a-e5f0e96ca1ae,98,30
dddb16b7-8efb-47de-b288-a05cfedb21d0,792,42
08e9e580-14f8-49a5-8261-aef57407dada,854,34
365cb469-afe1-469b-b4ab-661ee833c4d0,840,24
c9a7b1b9-5ac7-469d-bcf0-475348dc5b51,466,30
7580b640-bffb-4787-a563-a86060a60cd5,454,25
2542dfd4-75a5-41a5-93dc-ef5f07245573,669,41
34ddabed-3e2c-46e2-823c-2f2feee6228a,511,8
3b74fa18-91b8-44f7-b50e-ce12a5869284,682,26
fc4cb37e-b12a-4cad-bc5c-45d4d1f66f8e,237,46
72f54df0-037d-4dda-aed1-a5d1f3a62e0d,429,3
a6212e99-61fa-47df-a4a8-c1163b5d2680,322,12
1c38dc26-6002-4210-9da5-12e508a4ae95,460,12
a5046f7d-0796-4847-9f6c-e42ea84f2a73,769,41
7d196547-48c2-48d2-ba7f-21176361bc51,610,16
477734fe-1c1d-43d6-84e6-e47d1bcb8669,447,39
025bf3da-9ce6-4c56-a05a-3ab62f6c5600,830,10
686ecf28-cf20-4484-9603-6469807b3a5a,112,38
102c166d-786e-4942-a4a4-eab5c25929d8,933,50
ba6007d9-2998-4daa-81b6-a1e849df8b30,93,36
fda9f2b1-45ab-480f-b6af-012c58f52c67,211,42
66aa2030-b0fc-4497-aea4-0170f4c29b63,561,34
7e52f282-ec3e-4655-968c-58eacdad5488,632,31
8209e299-3aec-442a-b145-fb74d6e4ce01,501,45
126d67eb-75d1-4f24-abbd-edb7c3f54fff,15,33
ff3f1861-f3d1-44ec-ba43-20972341b237,59,7
64f8dbd3-7817-46f1-b0fc-1614076c1a76,155,44
c9d7ca8e-76c4-4fef-89de-e6f5abdca7f7,459,3
64476ac3-376a-4c60-8ddb-32ee3b90e095,602,14
222fddb9-4b04-4b22-a1e1-a26d24aeec45,120,33
d392d753-420a-4101-9fe6-c817bdec2dee,661,10
5ff85e63-b1fc-40c2-addc-09f0be2f2a94,673,25
a6947a3c-155b-4170-8d10-cadf37d2b489,60,5
3ca11924-7625-4039-a7ac-76ee777e7283,81,47
1c9b09c1-a9d5-4520-9625-b558b7857211,824,2
67d4f9e3-044b-489e-ab30-51dc67a053ff,1000,36
de68b2af-ce37-455c-9fd5-a37d68751308,435,9
eda475aa-cbc1-4995-8ff0-204b3cfc65b8,659,28
d59a0c46-47be-4b53-92a4-e3401c288afd,786,34
dab6de99-4538-43cb-8e71-f4767ad98def,482,21
a1665a28-625d-4451-8dfb-c1f7319068dc,71,46
44f42185-4011-4e60-a6d6-49a7b822cd3b,57,31
8574cabe-077a-4715-a8ac-7a035d656a2e,767,16
40ee9679-38da-4203-9425-43c9b3e0222b,119,13
b4caba26-bee0-4cfa-909b-3a0f471cdf9d,357,35
539c9232-14e1-4906-ab36-0ca048e803ab,683,29
89734ea2-be87-44da-84a1-206c6c14a519,754,41
c77016df-8e7a-4b39-a48f-92fc051c6f1d,545,48
3a1f9783-a368-40a9-944a-7ad76a804cf5,929,23
8b497e88-d6ca-47b2-b9e4-4167850e79e5,449,31
e6ae6b1f-4482-497e-895d-8a98a637b0f7,712,34
820c879c-dcbb-4b42-aca7-544d30132101,985,13
00a608dd-e39a-4cf9-9051-dce2a7fc849f,234,8
5062eaf5-ca5f-41d9-b846-554b592ba8ec,786,17
70e16f78-5650-4130-b157-58a3df6c0fe4,978,4
013c8fc6-3b6b-47db-9321-d4f2d59dee17,951,35
fd666f1f-61af-47a6-aece-5f76e48aae7d,65,45
74207610-ccd0-4a30-abcc-d0aabe49b699,183,13
0d1e1ba0-7483-40be-8a99-e3c2c2ada8fd,278,34
5e423cc9-c83a-4cff-9171-f79c2166e081,104,46
b94437d6-baf5-487e-a2e5-d09c8531fb79,828,22
122ccc7f-b394-4f64-9aa3-4e4dcb6db05f,72,3
64d682a7-3102-4c03-ba5b-e1b5f32bc560,462,36
c256da16-d5b5-47ff-878b-f6e83214fd42,103,38
b06cef38-8871-4697-8765-cdd5286fbb80,764,28
500f3009-9779-4b93-9f2e-09f31b073408,133,32
63d4eb2d-8415-48a3-a77f-601b9cc7abef,672,46
28e0c797-a5d2-44a6-b9f7-22e4e38e8279,118,10
1964ca6c-7f6b-4346-b759-90e48f331ff0,322,3
7586b2eb-73be-4cd6-8a43-47ffa106a6ec,100,35
ae1596af-c5c6-4324-b44a-91e31aed313e,18,5
1a875bf9-dadd-491b-92b1-1ab05404485b,612,23
c5b50757-f983-4cb5-b509-7bc15e71b2c4,545,33
4ce19624-74c3-4062-aaef-94ec2e4ac849,197,3
d5765c87-7323-4ea3-ad1a-667d3a077630,772,7
d62c740d-5e8b-40ff-a511-101a0e62b2a8,252,13
1cf4c57f-ca1f-47b7-9dc0-aeaa8df7b5eb,990,42
3a28b381-0772-4e04-8f80-dfdfc8642066,693,8
372e8ff4-5586-4ad0-b5ff-cd3f26cf9792,307,18
b5cd053c-602b-47e7-9d01-c90e14bb3e84,84,11
75769b58-5162-4a5d-908f-ddc12ad8ebf5,184,40
d2adc666-1955-4894-81c8-5bf552299a0a,706,30
437930e8-666c-4fea-8122-e6b29ceace6e,515,20
b9250e24-5892-4a0f-93b2-1cc596136037,764,29
be4080b9-7e63-4126-abf0-9766e5ed4a91,667,9
acc14568-3169-467b-8581-622d7d8f3e3e,339,30
6587f7c0-183c-4eb9-a3e6-2f07175e8301,39,21
01ede2d8-67f1-4824-bd57-e4b6a5f23050,104,3
604d04f6-006c-45a5-8974-8b619e2c4cc0,784,18
d291bd24-f443-4ad0-bb24-1a57ace95e12,77,38
d8fe90b2-c3b6-40cd-ac62-0eb0ea0c8ee8,486,12
555e7291-0cfc-45a3-8b62-5efcd4f8b461,19,46
f5389f08-fe5f-4e10-8102-e39244278b6b,992,39
0ced17b3-5cb6-42ac-ab12-50fb32464a4c,521,14
d8b18c3f-6d33-4c27-a225-18b4f8ca275b,457,12
acf7120a-17d3-4d1a-a688-49d7c4cfa2fc,909,46
16495590-7b56-4f48-a781-66652563aa53,448,43
7c978c3c-bf01-4a51-8d36-85cb772b00e2,125,45
b90bde42-b724-46a1-8b33-ee8204645c67,701,13
261b9a31-b84d-4479-b74c-76bc6fd7479c,364,12
5bff443a-1bfc-41af-bf56-690ef7a800aa,543,11
57058cab-d1a1-426f-bf6b-66a84ad4cf08,53,32
52d39f92-2e7a-481e-ac99-9dac80a120d8,709,42
3f6729fb-937b-4e7a-9246-c06a375c399b,379,21
abf2ba34-e0db-46af-bfe7-05cb4f9e7b25,118,42
6b75e2d0-e0bf-48ac-847d-7741fdc8ca6f,119,23
fa7276b5-f6f2-43eb-975a-97b43548d655,845,48
cb0e289d-c797-4955-a28b-ed5ba2416b15,407,11
d1d8a947-cef1-474e-94f1-b1cae4fc7e68,194,35
1aaddf29-6785-417a-bd93-dd4a9e2f7aa3,189,39
be2cc384-9dc2-4e90-8cdb-8740e8f9d387,371,14
d86d3e64-dc70-4444-b954-21c2e19cb2d6,655,33
b8bd086c-2602-48b8-bc53-0c9b31726dcd,767,6
1ea56fd0-b3c0-4751-b014-16b7ddb3846f,821,43
7a140d01-d441-4f52-9481-4f96165019be,800,14
f1ee3b76-12d2-4269-8869-a65caff646f7,834,45
ef42d0f8-35dc-4a60-b154-eef53f8e1da5,253,18
ca087381-7777-4139-bea8-da2458168d5e,277,50
3a2959bd-c3cb-4d26-b04d-d2085dfc2ea7,401,38
0523d167-eb5e-48f4-b909-7f6eb14153f7,402,34
77139f17-4052-4574-96e0-986ae37315bb,736,4
4275d30e-b93f-4686-ac0a-5f343fb9202d,39,35
2d5f9d92-e19b-4563-8323-b807ab43a9d5,872,11
e3aa4d59-7dba-41e6-a63c-ee7d549f9d18,101,31
d117291b-bff8-4501-ad81-dc80e493e06a,47,9
e42276a9-a8cc-424f-bb17-be9fc80f013f,542,22
17360b8f-5218-491e-b2b2-0999bf7848e4,11,44
375be620-5d5a-49d6-845e-3dd47e705c41,768,8
7b814709-ca78-4d76-9aad-3f1acb2e8dea,101,41
a0c1fdfa-b33d-4e5d-af03-24ceff4f5bd8,445,15
748b290b-a6de-4a24-acff-2dfe0307766a,12,23
746022d9-ea9a-49b1-a7ac-1454c1f488b0,552,7
1756ef32-aa17-4232-82ee-3f0cced6023d,128,10
5e08e4f7-23e1-4555-ae04-cdab0fe59a91,664,28
5bddb911-7fce-4d8e-917b-0d7bf29b2bcc,55,20
e48473ff-80ad-45f3-8b63-347c36fcc6e7,856,23
2877ea3d-353a-401b-824c-460137d996d7,666,9
9319e7f2-edcc-4825-b69f-f039926ad47e,733,11
589510d5-da20-4ca6-b435-59a9d38b150c,927,50
a6a8fd32-9439-40e2-946b-7d6624636863,299,46
0ce24bd6-4159-48db-a86f-c663d998fb57,181,6
bbff9501-388c-41bf-b837-cc47a7ee46fa,504,16
5d8f6076-2941-4e21-be7b-019762be2bcd,466,36
3997fea1-5064-4ee5-941e-35816019cce6,360,1
c73ee694-61e0-44d6-8f37-909a1b689211,871,33
9d0fecab-f873-4905-8e36-f341aa8a8cae,939,6
74749064-02d1-47ef-acd1-c8a503e55eea,828,1
28a16be1-0e7c-4e08-a5b1-fff8a317a480,184,10
e073e71d-d8b4-4219-bbb4-bfe6bc954792,91,10
6c9e8a55-9139-4aa2-ab5a-ee8963c3892b,457,12
a2421fd8-5122-4584-9a20-a5e9b32a4207,876,12
bd4ac514-d181-4fb9-83b7-77c7e78694da,81,33
26829c09-709f-4571-a44a-bf83c66dab69,4,42
7e77cfc1-5a43-4a48-a08e-2598d1a60616,102,33
2fb0ff2b-91de-474a-9906-3739da8f2998,660,9
9d96778f-4560-487c-b92d-8367470bf3d7,833,4
