id,ti,t
88a2a640-32f0-45f0-b05d-81077594f821,866,47
c3475a6e-3694-4d6c-be11-758428791768,524,8
de5ccb7d-6304-48a0-b477-bffb7211330b,273,29
3b8ba927-75d9-4b61-afa2-990a93bc75fa,120,30
1dab0cc3-b54a-4fcc-9953-6be38fda579b,172,19
5b1b3296-6dbe-4570-9bf2-f24ef4e5920a,712,9
a23b41c8-11d9-44d8-8e74-6cebbc3849c1,416,40
9a068b44-7884-4236-a72c-4a8dcd923dd9,795,28
6a5f2b28-89e2-45d5-87a3-fc4a033f5949,149,17
86f98caf-32cb-4195-a323-b2d0dbea01ce,255,8
a44f59c0-5cb2-4536-818c-d21ac2299a62,163,8
32f52781-9cec-4382-a552-3761ac9a4695,788,10
34901a98-4ebd-45de-8b72-afcd1b149e17,635,27
8868ad16-c2b5-48b6-a534-6f326e6a6646,514,49
551c8180-5e02-4808-bb14-84246cda3e06,885,29
c592d20f-3094-42c1-8bf8-1dc77da92813,446,22
d5d8442f-983c-4619-9613-31527bdc306c,960,42
4dba0cb1-1b11-426d-b996-6a3cadd816df,124,21
ed74c145-f3b9-40ac-ac72-61662a32a278,474,11
0b9e2ae2-1f01-40e8-a205-49dc4f951a4a,365,36
e46ee4d6-8cd3-4c82-a538-48daac94b7b7,791,14
7aeca678-f468-4c72-b2e9-e40519bbf7e0,887,31
47e1f86e-1329-406a-9b87-bf1df4e874a8,199,39
979a7391-f06b-4da6-ab23-9ff6751af82d,701,14
02811f4f-6606-49f7-a445-0737812a701f,243,23
b0dca439-21e1-414b-bf48-2c630268cb00,490,49
f7204cf8-3668-489d-a08b-160893198e94,64,6
e957d1ec-8ee3-4234-9cc9-61a8ac8b30e2,677,43
e0e07bbc-8464-4011-80a9-89cd58b8866a,349,48
1c719ede-9fef-45fc-b4eb-22b02d9d6afe,287,50
5a41dc53-9bf6-4dab-94fa-4a324dfccf6e,759,21
a06c65f4-add1-411f-b3dd-6e0792623333,352,43
e0470c2d-a31b-42d5-9731-43c70b7dde6e,469,19
4f83e6db-b50d-4b20-a20f-9678a1d777fa,285,33
b210d888-ca5b-40fa-82d9-dd955713059b,874,19
9db236a3-7b1c-477d-9778-735217b00c73,825,13
21adac46-2708-454f-84a1-08ee1b3af376,920,50
c0e7d39e-0aa2-46d0-ab50-463cb6ee103e,801,48
fa1b73fc-3f05-49d3-9b11-091a37f4b756,255,3
27db6cc5-c12c-4b7c-99fb-8317fd460e56,568,19
bd8f7335-bd76-40a5-9b6e-aad590e612a9,848,25
9e9e947a-7c03-46be-ba2c-ae06f5f74e8a,885,28
ecffa3e2-4121-4780-969d-d63ec5cb9b79,814,27
2ec71782-2f74-40b0-80cb-62b31f5453af,903,32
6c72866e-ce8f-4ff5-9b2b-2ac39cdf5c3b,894,19
5de34f5d-92ca-4a4e-bee9-79ca80425d4a,450,32
a3bc4617-9129-47ee-a475-5de0c8bc3c9e,787,8
c28b09da-4e79-44e8-944c-19e0aac9d313,902,28
bd1821a2-9c19-48ad-813b-ee99194255bb,421,3
6d5748b9-7746-4980-b9bb-c253540d46b2,115,31
58122a64-036a-4832-8e56-97318e4d94c7,983,36
d1bb0f5e-5c8b-4a39-9c65-49d228dbe24a,948,44
7fb63381-5750-4f65-b19a-22e86d915571,627,11
1dd9feb8-2d76-4c05-9f20-c9c9289a6ec5,650,3
7196ba9a-36ed-4d18-95d6-ae1757ed1a0c,141,13
7ee90933-4836-4c93-801d-f88d3f1879d7,568,48
0516a81f-01fa-41ea-a471-513dca5915a7,755,43
a3b7918f-049c-4d16-81cf-cdfc8e0f5cb0,665,13
1f7e9aec-1a54-4f05-8a7c-813ae36414bd,538,2
48cf468e-7104-49c3-b0a9-779880f0b513,477,34
23aad4f6-4c38-49f8-bbed-25099855441b,119,16
a21687f9-7e78-401c-bf28-dd9d2625df18,623,27
70e2c2ba-3d08-4cca-8bea-490a9a95f687,187,12
0e22ab55-a61e-4efa-9d63-6d12bd0305a8,340,46
f555831b-2d1d-43f8-8452-8c88739611e1,378,16
479453a2-0f72-428d-bfec-6ebc8babc312,588,3
11bea527-f58f-4508-b98a-2398c90422bb,50,40
823e46c1-b197-487d-92b7-675de8501574,823,29
93573c27-6331-417d-b831-7732e1fa2a36,226,17
3d6c6784-16a6-4f34-a11e-8b9e69ae08d2,406,31
160c0690-ec7a-408a-b193-479324500493,962,46
cfd9acc5-e304-4c65-bc36-4cdcce7fe302,228,34
2b1deb15-7513-4fb7-8bf6-e11dbb1a69ef,821,3
9e1a27e0-ac87-46ed-b218-2aed9f29de00,893,22
36bcd64d-3a25-4de9-a587-9fc08ebc2743,317,35
f2e95ed5-eaf5-4c93-9c39-c46650f53a98,353,36
51f947b1-733f-4d8d-a488-992f0828af03,391,6
af0eb04e-fbe1-423d-b6e5-638e10023c85,536,21
2d8cdb28-81b3-4e73-821d-e52aff4f99aa,594,5
c8817ccf-ccb6-4e2a-b59a-1dda189ec53b,882,31
e189000d-f055-40de-affc-532557c41836,850,4
34546943-faa3-4b42-8f45-693e6d61d57c,165,22
96ddcc3a-afc9-41a0-b315-7af87a9217a4,375,14
f24e7302-d8ff-45cb-b07a-317f48643ebf,375,36
a7a41a0b-e80b-4dc5-b211-af1a769335c7,969,21
8259c21d-7537-4005-8467-5ff36b9c3829,505,4
4c1bd4ee-b5f5-4a06-9163-c3def304d031,9,1
8d1d27b9-0aa5-49ca-a25d-d43dd4e6a281,967,24
e84fcdfc-b2bf-46b2-9f2a-b2dd397e7f65,254,2
3b343d2b-1586-4e7f-ae0f-e96dbf19a536,402,33
1886f6a9-ebf6-4114-8095-91232ed3ecc4,974,9
3fdbe9a0-d73a-4be8-9124-0be3faea34c9,704,33
3244c7c4-1e88-420c-b3f9-edf36ddddddb,176,25
6d4078d6-2674-4894-a844-765e0886521c,21,7
10e17249-df47-42d0-ad84-1732ee12449c,98,25
1ad24789-4be6-4cf4-a767-c392a05cf72e,771,29
2a9ef58e-b925-4339-a540-da9d87c855bb,70,43
36c7d219-4c80-4fb3-97a9-175d0d45c0c3,480,3
0278e1a7-1a3f-43f7-955f-c171131a4816,579,19
3a322c36-f6f5-4388-a797-2b7f0a9fc116,450,8
6148ca1f-415e-4a39-8568-145b8efa98e1,807,48
34d89012-8461-48e3-b0d5-a7610d0a4544,146,11
ba01cc8b-f51e-4584-83e5-53904506acd8,300,20
be6c32bc-4702-4e7a-8413-d689951c9bed,361,22
49faa73d-9e33-4bb0-b3ef-29b565cc5417,136,29
b27bd13c-d11f-4305-8e9d-08ac7829d503,718,50
1fff1cb4-e313-42cd-a435-20353ef0fa26,263,22
7851bbbd-b819-459c-b025-bc2557b23a65,253,10
1c57dfde-ee46-4b91-ac30-ac0883ea06ed,190,16
69846c49-67ae-4782-810d-a28644d2177b,647,18
686e3582-f4a9-48ef-83e6-cf3944fe1b28,290,1
95b0dd1d-360c-492c-b9fa-1152cb949608,634,28
99df59c3-61be-4457-bbb7-816cc0f3ea45,41,45
fa656b73-4d50-4f20-9e79-850949d97d61,877,50
5b444287-1986-42b5-8ddb-31ed536eb8a3,327,33
1d5a4d57-757e-4982-9c4d-b95d4392eb40,607,44
0f593c8b-2baa-4ca1-8101-c324baa07947,318,18
27de27b4-2d70-4da0-ad46-f43378284aa7,417,36
e622cb69-5af9-49e9-be7b-ac3ceed1a6b6,333,5
a6b94cfe-e4c7-439f-b9c3-69f066b04ff6,444,16
1f25668d-0b61-4523-8874-6dfb44da4218,530,45
fb036a97-ba2d-420a-a6db-6cd7faef4439,418,1
6f14aa43-2e5a-4927-a3da-e0c1785d76f4,585,7
e6d09ce3-94b6-4110-9dc4-55965a6fd6b0,543,35
9b424e31-eb70-43be-a3f3-eac4fe59ed23,615,31
853cdb9f-952e-47a4-a524-c6177e3beb6b,274,16
8e039355-87c1-4661-85c4-f95e468e59f1,248,41
e3c54f3e-b9b4-430b-8e57-2072b2daec89,550,12
75b8b2ba-0eea-46b6-ab43-3bdd6c1eca63,164,2
9d49bce7-7740-45c6-b5c5-0ffca0ceeec7,641,37
1cd027ff-673c-4c6b-8c95-c2a79ca5636b,917,32
7d8a9dd8-f4d9-47df-b8d9-25af2b55ef73,878,29
f99dbdad-1ccd-4684-9035-09e0759743b6,397,35
08d90d9d-10b5-4321-9d3f-9506e9dc91f4,891,29
5815cadd-0514-482d-8ade-e34a52ad2c3a,106,10
51664dcb-efbf-451e-9d90-ecdd7239f69a,508,17
3dd5c81c-966e-423a-8002-a8b8d20f45d1,1000,1
d0cc6560-a72c-4c2d-90f7-45f4476d33bf,312,21
2b6de152-64c1-411d-b71f-e6f9ca16dd07,308,40
e9a1af6a-7252-4259-9e1b-4957dd7f76f7,6,26
9b422297-9993-4f72-9ee7-017d386f1d57,324,46
492cae33-80ee-4d29-8dce-a6d6d3e68fe8,591,49
d82967d9-c7fc-49ff-b939-d385d13fde86,57,11
89435b05-4560-4005-8dfc-f1f60b00fff8,624,8
621e4eee-8b79-476b-a2ee-4bcbbcd1ad4d,167,9
62708926-6837-44c3-99ca-4f4e4fbcdd48,992,9
1fece3a1-3673-4241-8aee-a3c1e504c1e5,307,33
75fcd9fc-a3d1-4291-bf21-cd9d8f82ca95,226,12
4a29b1e5-717c-4619-a162-574e2fada000,845,39
d1b53104-7ded-460a-8b21-42fee031f141,395,32
30cdc0ff-2798-44a6-ab33-2045723208c7,745,8
a0cee97f-0e8b-4c20-8c79-b96307754f6e,739,9
516ce3d1-6ab6-4300-ba9d-26d1b38cdff6,534,5
7b8dcb06-ed68-4212-aa7d-c45a394a653e,372,26
2fe605fc-a8ea-40be-bfc3-f83832d5b29f,520,15
43cb0923-1db2-4663-a8bd-3a36abe5e1c0,203,15
c23e99c6-4b62-4374-9f93-4bdf2d2e914a,93,38
c15140c8-7cc9-4b1e-bd28-82f0aa9e1c71,859,29
87ce1b51-1b86-493d-931a-7accd3540a92,149,19
fe2df11d-3a93-4044-be9c-f60d117867aa,984,24
730ad183-9f27-46f6-9bdd-d3cd0b21e64b,6,15
3a76e08c-531f-4a54-9126-e1a140d81431,146,38
77035f30-5f25-427e-9855-55e4d8d5b6eb,234,43
9d4cef63-22e2-4114-a5d0-a53d74d59327,15,39
90c7949f-631e-4b9b-ab2c-cddaa275494c,666,12
da611ec6-bb1b-4a6c-b439-6f4bcaef2717,319,38
773d9c10-8dc4-4b95-b590-6d133e24dc9c,521,37
90fdc6fb-0c9a-4007-adcf-dad23340b140,377,42
d303737f-3891-4c6b-8ae2-5030bf28a6a7,379,18
5a6dea40-ebfa-48e3-8a70-ba346dd9b794,445,22
c9149da1-2bf2-4b92-b1c1-f88608efefdd,806,37
2e8239cf-04ab-4cdc-a4be-cadf41c4a564,189,31
8247a16a-9d1d-4fa5-9c47-5892aa10311f,430,31
b2da992f-ece0-485f-8c22-bdbace50cb18,139,12
5eae695e-c6a6-4805-8e89-9ff8ded2f4d4,227,43
2b495044-b9b9-4410-8952-03357a52a578,382,7
d1dea24f-7f04-458f-95ac-76bf13b0a819,552,22
d13d482e-0548-4603-bb4c-175819880509,746,17
99f5a458-0b3e-4f9b-b5c0-9548d5a45830,305,39
24383602-a3d3-4995-94a3-6fdeb6ac51e4,906,40
45b706d7-c35c-4b8c-a5cf-837a74cebc71,15,21
69071c17-d71a-48b3-9776-dce39b707a57,763,39
e5fa1e92-97d9-4816-bfdb-914e55c5a2fa,876,20
e5ec4bbf-a0c5-4ce7-926d-f3a372fd5568,417,47
bc23caef-7e5c-44bd-b26d-e7e84f0c3499,88,12
1d07b234-1c26-4b3f-9a3a-b9b549568307,664,41
88214e88-ee04-470f-a270-1caf3ee18a3a,163,2
a5a9a37b-0393-4de7-9dbe-f9220b3651d7,66,4
2224268a-c093-476d-bb07-10dada87158d,54,49
174d7c10-6586-478f-b833-a009b06cfeab,761,49
b315a284-8393-4cfb-a127-d3eb09b09036,79,36
15a8d1c9-967c-4a05-92e2-63679fa268a8,146,24
8b7a8245-1dbc-44b8-9688-e69c0746d445,681,9
22e8fb00-ee38-4d19-9b49-340c1322298c,732,19
e6bdc6dc-3584-4891-94c3-b1b4ce523150,848,50
7fe49cb8-3248-49e3-ab8f-06a6abbf7702,464,43
99cb68f9-8179-4e09-b1de-4261bd147b43,899,43
2424dde1-0ef1-44ed-be15-23208f0f3ef7,882,44
e4577f15-ba47-481c-9c6c-bf3ac8fc198a,481,36
dee0c5c3-5569-4f54-9902-d1cd7dee5fc1,398,12
deb91113-f351-414a-be0d-7a6bef85e323,407,29
04ad55ca-ea4d-4bbd-b910-010cc38420b5,997,42
4918fe8e-c5b0-454c-a5d3-0a7b20e8885e,454,9
00158801-7794-4d8c-9bae-b1b2772d5110,535,37
b7d29035-2477-4bab-8911-2bee8f31bb2c,51,41
b81a52c7-2abc-49d1-abd1-b10a08929dfb,26,12
9141ee4b-0a11-4c5e-a01d-bc91ab3c9269,192,26
6999cb7d-e555-44e4-aeb9-e1a7b031fdbc,947,46
945cf3df-ca6f-47d3-9288-3db4907b8c0b,905,18
cf03c2d8-d21e-414d-a3c6-8cdc40af5e53,212,1
f5e8ad7c-385f-4937-b3cc-7d771059e20c,353,36
020c5d3c-cd98-4a89-9842-2d82c31864e2,266,31
2489f8ac-eda5-40be-a3d1-82d93d3e351b,907,34
b370cd02-f09f-4b35-a450-572a9545d507,190,29
49b6deba-21fe-409c-b98f-18df783e1a6a,708,11
e5f08096-a8cb-4dcc-8e3a-bfc4cf86cfdb,793,15
d3af0a35-bc4e-4dbd-b6e5-c7d5d144ac3b,101,48
47817aa8-6a12-4c37-82e8-df75507231d9,506,21
c1c0c948-ef94-4370-a40b-19c6e25f6671,958,40
ccf6e6a1-b30d-4a91-a03b-1fcfd32d4577,679,26
0edcc630-fddb-447b-aff1-ee46bc2a6c21,664,22
91a413e4-1c13-406e-9dda-5cf06c4f77ee,860,34
b0a84ede-589a-48b4-a46d-a5b6507cde5b,195,13
b10695ab-0090-448b-ab93-e7bdd8dfe6ac,568,8
bf72cd6d-562b-4608-b053-ff5e8b09aec3,355,20
030fc3ed-5e04-4980-bf26-736b0cc1af2f,774,24
64b49f69-3892-4336-a361-734fd7dab800,850,8
2e17fcf9-9b42-4635-a642-f86d0ed8cba8,101,45
ff5f4c8b-d859-43fa-90ed-bc62bef29ac0,994,10
1c034284-fe53-4755-b85d-d2c272f08bf8,238,39
1cb79444-4c6e-4f5f-9ed3-1749e8c778b9,827,2
dd51edf8-1c0c-419b-ae22-2c99714f7344,897,4
a217a770-761a-42b1-b8bb-d6f31a20a6b0,730,19
f3cf8456-a64d-4503-9d72-462411ebe5f8,883,49
ff5d6e03-1a57-4802-9396-3745edfe8767,25,20
4d3b8d67-6f7a-44f3-b6f7-2c297ea9cdb5,296,19
fedd0500-a735-4e12-ae09-731680a87c3c,691,47
18168a5a-a267-4ad5-b6f3-3b8f6b5ce9c4,612,50
a085c97a-15b3-4cf6-96eb-d0cf94c804af,100,47
a408cb71-f150-40b4-a64e-1fe3c73b8f77,206,31
62f388ed-9683-4076-bbb3-839a6a4d33f1,697,28
42dacce0-713c-4b6d-b403-2ee2870e71b4,680,19
040a5cc9-0462-4236-adb3-75d9f5018d5f,877,13
9b4f0ed4-8ee7-41ba-a192-bf977f1a141f,385,45
f4426105-e010-4a62-b030-c31aa36fff2c,619,23
28194d6e-787a-4d77-acdf-b4fcd79737f2,790,31
af233d24-d3d5-4cfb-9775-0d3056011ba5,134,43
f664b8db-a687-43f8-b50e-79b24cf1b756,670,49
92d55c85-616f-4bea-bd0a-b1ac72e8123a,391,26
cd5887d2-8e15-4f50-9277-568403b408e4,488,31
aba813f2-4c83-4e9f-b693-3a1c8b22b494,97,31
638fac27-cda5-45d5-a19b-e7644ae9f27b,827,12
fac717dd-b026-45f8-9bb5-0d6a4bc5fcc8,778,50
7386ce89-b61c-42c8-b7b4-7119a34b74b3,522,2
fc4a7280-71bb-4fa6-b34a-d3eb54ad172e,557,40
82a98209-91c0-4b8d-8229-5bfef3a1e7e3,424,42
